가루	0	2	0
거대 비둘기	0	1	0
달마시안	1	0	0
데아	1	0	0
로오라	1	0	0
로키	1	1	0
마히로	1	1	0
신선	0	0	1
아료망	2	1	0
없음	1	0	0
유니콘	3	0	0
체르미아	3	0	0
최마뇽	1	0	0
츄체	9	0	0
콘가라	1	0	0
하시타	1	0	0
